Metadata_treatment,FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_ SumAverage similarity,A_Eccentricity similarity
A133,0.15396438539028168,0.3573934,0.73125,91.92813607,0.7321439751741468
A133,0.08899529278278351,0.96185726,0.7542147293700089,94.6388898,0.5029134461067659
A133,0.11167621612548828,0.91835976,0.7823228634039445,92.78053105,0.1788343977880018
A133,0.08932391554117203,0.8886702,0.7669642857142858,87.77080933,0.5361713395960047
A133,0.08160623908042908,0.7822684,0.7708994708994709,109.0832782,0.3946492264212165
A133,,0.63324773,0.7778801843317973,112.9477821,0.5055293981774185
A133,,0.7823503,0.7964705882352942,116.4955605,0.43199592319858743
A133,0.11176781356334686,0.817065,0.7716836734693877,121.6933123,0.2595975174594273
A133,0.12398490309715271,0.6274024,0.7777777777777778,115.3623205,0.5924043891913279
A133,0.11255232244729996,0.7694354,0.7731481481481481,124.3011358,0.5514891186184747
A133,,0.7964572,0.7449757449757449,115.5537867,0.34462725960870844
A133,,0.8036251,0.7263814616755794,115.8379662,0.30077718332742925
A133,0.08612661063671112,0.9287257,0.774750830564784,116.5335882,0.6600402054331006
A133,0.09758558124303818,0.9277243,0.769656699889258,117.4336489,0.5990397094088137
A133,0.10491670668125153,0.8147352,0.7444444444444445,128.0376817,0.44439425399122007
A133,0.13897669315338135,0.28408504,0.7805250305250305,141.7835373,0.6482521887891791
A133,0.127554252743721,0.5225668,0.7328798185941043,140.7701452,0.5345651736337932
A133,0.1235523521900177,0.6331806,0.7526881720430108,146.1626316,0.5431688504225214
A133,0.12547524273395538,0.7929295,0.764299182903834,140.9047597,0.5155438186086782
A133,0.13876450061798096,0.7114293,0.7717003567181926,152.1906156,0.4495013785869321
A133,0.14269424974918365,0.1493007,0.6756756756756757,144.6403435,0.39148483473082146
A133,,0.8833643,0.6835799859055673,105.5215704,0.7248982397957558
A133,,0.78961164,0.7387084733109369,102.6002645,0.6821679176710719
A133,0.10381820052862167,0.7778214,0.5723880597014925,93.76309227,0.8909946671812617
A133,0.14779220521450043,0.69937015,0.7082612456747405,95.00758706,0.2011542495885925
A133,0.13875557482242584,0.839944,0.724,98.02722307,0.4097893189343807
A133,0.16664212942123413,0.8592137,0.7646195253241986,95.0550085,0.46644310756308016
A133,0.12684763967990875,0.7434849,0.767512077294686,100.1074578,0.7078468163481167
A133,0.14750836789608002,0.48930532,0.772093023255814,108.6124101,0.4545192941295833
A133,0.1458427459001541,0.9048989,0.7862644415917843,105.9397927,0.3951931641443975
A133,0.13004624843597412,0.91490746,0.8,120.6722999,0.4295746900794758
A133,0.0994342565536499,0.84125453,0.770189701897019,106.0387003,0.5714478793084586
A133,,0.9035138,0.7785326086956522,117.784901,0.7332261313102273
A133,0.1491054743528366,0.87791646,0.7864661654135339,125.7356947,0.37489428508415135
A133,,0.8081093,0.7418831168831169,129.7605884,0.42991047061014825
A133,0.13732656836509705,0.7141107,0.7287946428571429,125.0842707,0.6270657320321567
A133,0.11743839085102081,0.8582296,0.7911111111111111,126.3989849,0.32054635534155773
A133,0.08812733739614487,0.7994522,0.7548872180451128,125.8866768,0.45226576240576116
A133,0.13271674513816833,0.819339,0.6651868294487606,126.6281589,0.7764886960704419
A133,,0.8108671,0.7653846153846153,136.7442152,0.43445338555598834
A133,0.0831797868013382,0.34877843,0.7527027027027027,142.8520946,0.3758191858006275
A133,,0.9163488,0.7352795645719941,138.84369,0.7526834346525878
A133,0.07821643352508545,0.7508422,0.7489564698867024,137.8068727,0.46969299815994875
A133,0.07599474489688873,0.75212115,0.6996865203761755,139.1083069,0.6603886657559788
A133,0.07892441004514694,0.7974057,0.7984962406015037,142.6660164,0.4694521709252033
A133,0.07500824332237244,0.91273177,0.7854122621564482,135.8146521,0.4841657544265836
A133,0.13125339150428772,0.5444133,0.7080610021786492,112.7953688,0.7739147284139428
A133,0.12978331744670868,0.5465956,0.7004437869822485,114.8971639,0.7043816114855813
A133,0.14729714393615723,0.78910255,0.7677777777777778,113.1753554,0.5293439722682348
A133,,0.8300891,0.7612903225806451,108.7956407,0.5803068828695666
A133,0.16374067962169647,0.8843988,0.7357142857142858,110.3527172,0.31686473643725843
A133,0.13668958842754364,0.6957139,0.8217317487266553,104.7356876,0.5876400768658389
A133,0.14518576860427856,0.8521284,0.7575757575757576,131.8598941,0.35119074378381726
A133,0.1662043035030365,0.83524764,0.6932400932400933,110.8624935,0.8886063856034985
A133,0.13672581315040588,0.70076674,0.7867036011080333,133.5528689,0.21249258822737357
A133,0.11733254790306091,0.799624,0.7565298507462687,129.0139276,0.7436861789677719
A133,0.13460436463356018,0.71065253,0.7613711272247857,139.2584021,0.5883379946463624
A133,0.13831745088100433,0.82521015,0.725752508361204,135.2150139,0.5104670542273589
A133,0.10151218622922897,0.8375795,0.7561702127659574,88.36644155,0.5708362550480807
A133,,0.7425325,0.7603890362511052,91.87330317,0.639774599656736
A133,0.11411582678556442,0.49219763,0.746875,88.89450718,0.30604325281059086
A133,0.12658244371414185,0.50780606,0.7575757575757576,95.0692933,0.5093440268013918
A133,0.1522744596004486,0.92125595,0.7441130298273155,89.97080763,0.5612416931928857
A133,0.09050802886486053,0.8060951,0.754813863928113,92.97380289,0.639713198796174
A133,0.09873910248279572,0.857872,0.7481024667931688,94.08017794,0.6567721258035427
A133,0.08527916669845581,0.7238821,0.7309027777777778,89.13833237,0.4780237975615955
A133,0.1331169605255127,0.95568794,0.7948717948717948,94.67081314,0.4381574859239057
A133,,0.5582787,0.6621621621621622,91.47336635,0.7514041335659045
A133,,0.9386266,0.8381410256410257,125.3973034,0.5482802760367504
A133,0.10378128290176392,0.8607949,0.7911111111111111,125.5849738,0.42121502969438646
A133,0.08170094341039658,0.74873114,0.7655007949125596,127.2531118,0.47594825492779663
A133,0.08669441193342209,0.88742495,0.7644183773216031,128.7218464,0.4131612306061994
A133,0.08889973163604736,0.87516165,0.7887624466571835,132.1687829,0.41596023743596255
A133,0.09049778431653976,0.8394061,0.7711038961038961,129.761311,0.5016993180666547
A133,0.1218097060918808,0.3538216,0.7695652173913043,119.5102242,0.4455902078345444
A133,0.10591010749340057,0.7437993,0.7623931623931623,122.3256775,0.23454098611654373
A133,,0.82409894,0.778642936596218,130.8588701,0.3818592285430796
A133,0.12657389044761658,0.84057987,0.66953125,116.8671304,0.6090710645476456
A133,0.1121009886264801,0.90402365,0.7282688093498905,123.2641869,0.5979658407482753
A133,0.11982260644435883,0.70409894,0.8280780780780781,123.9469795,0.34619745430073434
A133,0.16453297436237335,0.37562957,0.8076923076923077,115.2837214,0.4014829542343734
A133,0.1387874037027359,0.8714043,0.758873929008568,112.4709255,0.4546238970776749
A133,0.1375221163034439,0.75092614,0.7927927927927928,114.5485814,0.43878014342275234
A133,0.16456270217895508,0.40325102,0.8167388167388168,110.5772931,0.7587154375238692
A133,0.13861258327960968,0.937744,0.7608024691358025,117.364043,0.3272246591632273
A133,0.15662848949432373,0.9445763,0.7916666666666666,118.9962505,0.42121592603960467
A133,0.13520433008670807,0.7517053,0.7389006342494715,110.1957207,0.5569975525610984
A133,0.10775665938854218,0.353275,0.7037037037037037,112.3644128,0.5166014922247405
A133,0.09898707270622253,0.8753058,0.7585565476190477,97.38658281,0.5150215788070476
A133,,0.75966483,0.6878048780487804,99.58672317,0.7479107025701159
A133,,0.7719995,0.7528344671201814,104.9748912,0.5641914669585584
A133,,0.89377856,0.7815217391304348,102.2107336,0.4755537574453496
A133,0.156071737408638,0.5319934,0.7936507936507936,95.58825402,0.30289453320880333
A133,0.1672932356595993,0.7905115,0.8010204081632653,96.70324374,0.594303805437671
A133,0.14872419834136963,0.8387884,0.5519900497512438,112.5667024,0.7680729712306194
A133,0.16127073764801025,0.87370425,0.7842881944444444,95.81732779,0.4746696849281937
A133,0.13860361278057098,0.8161861,0.724290780141844,101.9794756,0.7737041114766577
A133,0.12536291778087616,0.8121782,0.7601168126825198,94.69077173,0.5251752430977711
A133,,0.8333273,0.7862644415917843,132.1807497,0.32877444946780005
A133,0.06935330480337143,0.30010328,0.7888157894736842,131.7806033,0.299655868768583
A133,0.191679447889328,0.90268135,0.7171590194846009,129.9173744,0.5050993991618201
A133,0.08561183512210846,0.4790433,0.7736111111111111,141.7723934,0.5964312520732377
A133,0.06100849062204361,0.74324316,0.7910714285714285,130.7616609,0.34211238300059355
A133,0.049459487199783325,0.74882454,0.6893617021276596,127.4262517,0.5047150588819814
A133,0.05472037196159363,0.7119289,0.7792874396135265,144.2860183,0.7505304212722413
A133,0.07715053111314774,0.9000143,0.7491830065359477,132.2347157,0.42767053506460334
A133,0.06405645608901978,0.8774178,0.7464646464646465,142.7466096,0.6066297264676198
A133,0.05581468716263771,0.88229424,0.7908163265306123,126.174738,0.5658798132188201
A133,0.04350648075342178,0.86881864,0.7733990147783252,131.994049,0.5275728880369248
A133,0.058692481368780136,0.8366587,0.7104642014162077,137.9115713,0.6736446260568525
A133,0.09999275952577591,0.6387563,0.7109190887666929,134.149909,0.6019807223757812
A133,,0.95020425,0.7807807807807807,142.9902642,0.6891667204830182
A133,0.06351205706596375,0.71931785,0.7424812030075187,135.4725345,0.5564437604656134
A133,0.1014687642455101,0.5402477,0.7659854976928148,133.6118931,0.43004835392709095
A133,0.1199464276432991,0.7244143,0.7933333333333333,129.250226,0.45966793690447727
A133,0.05946200340986252,0.953444,0.759545923632611,132.7116783,0.6988796643868035
A133,,0.85883844,0.7126984126984127,99.49321034,0.6538059390509686
A133,0.09213221073150635,0.2401991,0.6871455576559546,101.4295839,0.3954722892970577
A133,0.09850964695215225,-0.2605139,0.7700348432055749,105.256171,0.5616521796139894
A133,0.06674961745738983,0.7477654,0.703125,92.28808542,0.7301308695128614
A133,0.08823216706514359,0.89240134,0.7635467980295566,109.5549824,0.5235351401909488
A133,0.082203708589077,0.92338395,0.7802083333333333,100.4972442,0.4435931082373065
A133,0.08900689333677292,0.8060839,0.7253384912959381,99.53292141,0.47386312350083826
A133,0.0855497419834137,0.91248554,0.7776809067131648,129.5299122,0.6108330505085653
A133,0.10715331882238388,0.951033,0.8087291399229781,132.0193281,0.3883086114074937
A133,0.05569015070796013,0.66471624,0.7103174603174603,134.2071844,0.6528486923536588
A133,,0.9665859,0.7406015037593985,137.1860418,0.7149318446220819
A133,0.07822052389383316,0.80850714,0.7944688874921433,144.1798102,0.5100757735971486
A133,0.09193810075521469,-0.087395266,0.7724486116119726,132.8800543,0.6236446086951671
A133,0.06383220851421356,0.7144151,0.7785285285285285,130.2752965,0.27923821973740376
A133,0.07480625063180923,0.9245975,0.7517241379310344,139.5040025,0.5572764338931969
A133,0.06433305144309998,0.96158355,0.75973832887303,120.9262515,0.5376792768356184
A133,,0.9324869,0.7808510638297872,131.6192673,0.5708277097016162
A133,0.04822377860546112,0.617722,0.746606334841629,136.395524,0.6521399215788162
A133,0.07218852639198303,0.4987919,0.7733333333333333,123.1001231,0.48069275200531925
A133,0.08487910777330399,0.7228881,0.7447368421052631,130.8565366,0.41581528890319336
A133,0.07584946602582932,0.65381527,0.762962962962963,134.2610395,0.6328139559910139
A133,0.058635178953409195,0.8144802,0.7777777777777778,119.9922463,0.13796724505166896
A133,,0.83914775,0.6918767507002801,125.2691469,0.7614170795598477
A133,,0.93460244,0.7919753086419753,132.1202944,0.6435544174435325
A133,,0.9226484,0.7289992695398101,136.3115644,0.20213793510615363
A133,,0.9052959,0.7466329966329966,120.310565,0.5382960822455828
A133,0.04392648860812187,0.65380013,0.7879256965944272,121.054692,0.4142306237925944
A133,0.041919950395822525,0.72606015,0.7307142857142858,120.9067385,0.7075056912220611
A133,0.06976354122161865,0.44953528,0.7247619047619047,143.8736083,0.5797161115131604
A133,0.10045848786830902,0.8888619,0.7461538461538462,147.9879887,0.3995774861174813
A133,,0.88770694,0.763840830449827,154.2557493,0.16710085325264973
A133,,0.81822383,0.7175925925925926,161.2336567,0.54978793170127
A133,0.0981714278459549,0.57693774,0.7726923076923077,76.50354847,0.5133065040761855
A133,0.11238685995340347,0.63825786,0.7088122605363985,76.88757341,0.6710510851371124
A133,0.10812432318925858,0.8949371,0.7865557865557865,81.48178526,0.3738446999330817
A133,0.125913605093956,0.8805037,0.7941810344827587,85.05597491,0.5585259408080667
A133,0.11902741342782974,0.71524715,0.7352415026833632,75.19350679,0.6732146811207133
A133,0.10360200703144073,0.49842477,0.7154882154882155,74.94573715,0.6564560108508395
A133,,0.93232405,0.791992188,75.21449226,0.2557088416891569
A133,0.0605878047645092,0.91240734,0.8222222222222222,128.8281726,0.5595375642218016
A133,0.06567621231079102,0.80263144,0.6547368421052632,130.8839786,0.7285777081189496
A133,0.083390973508358,0.71396375,0.7327659574468085,120.0931562,0.6746781520504747
A133,0.06773804128170013,0.9497148,0.6941860465116279,113.6312926,0.3927620611780344
A133,0.05832023546099663,0.9245031,0.729420731707317,120.4815626,0.692057057553795
A133,0.084514319896698,0.63279057,0.7668997668997669,124.2151876,0.4592623544449656
A133,,0.69857395,0.7085068411659726,122.6788335,0.31310101089435977
A133,0.20587128400802612,0.20416047,0.7892307692307692,98.12728358,0.4974318462957266
A133,0.07132293283939362,0.6907781,0.7631944444444444,99.53474435,0.5590562491174438
A133,0.06522436439990997,0.6247345,0.7591397849462366,111.9298499,0.5246393340519807
A133,,0.9173142,0.7478298611111112,107.1391002,0.5812882625380598
A133,0.08570007979869843,0.41850734,0.7378378378378379,103.0675044,0.5305833402968753
A133,,0.9324069,0.7455072463768115,101.3854169,0.7074884420219784
A133,0.07548798620700836,0.9245704,0.7597069597069597,96.61924134,0.4849651844871013
A133,0.1596810668706894,0.52850974,0.7716049382716049,141.33197,0.4620814170075314
A133,0.0767611637711525,0.9160847,0.766023166023166,134.1299613,0.5738571374020704
A133,,0.8136692,0.792,141.7135059,0.5125957911003763
A133,,0.70146984,0.7967032967032966,151.0146587,0.4702501247176218
A133,0.07105523347854614,0.8999239,0.7955555555555556,137.0077754,0.3092065047168653
A133,0.0923631489276886,0.21739972,0.7025462962962963,136.2337444,0.7184121859107745
A133,0.11655440926551819,0.801384,0.8020512820512821,142.4487729,0.7580926016177347
A133,0.048831354826688766,0.42852676,0.7735042735042735,143.7250534,0.42806297812571215
A133,0.07319928705692291,0.45207456,0.676954732510288,136.0322491,0.46847799524693257
A133,0.06459302455186844,0.8538468,0.8277027027027027,139.1827903,0.40941536240954257
A133,0.06303254514932632,0.5265949,0.7341961174713788,137.4980975,0.6252377099183041
A133,0.07526148110628128,0.90669334,0.6976007243096424,135.4982152,0.69812864062055
A133,0.05889223515987396,0.66070324,0.7532976827094474,157.2574318,0.4033713829431468
A133,0.09071484953165054,0.44805118,0.7679045092838196,158.2703358,0.637800217882444
A133,0.058698493987321854,0.6752631,0.7922051282051282,150.1012722,0.6424908653133184
A133,0.07051137089729309,0.78039443,0.77375,155.8581214,0.34550695412524657
A133,0.07482051104307175,0.644772,0.7038777908343126,122.2602385,0.6731275412251619
A133,0.09660553932189941,0.43713048,0.7496296296296296,124.155996,0.6171261484998062
A133,0.07303790003061295,0.4230813,0.7826388888888889,128.8476502,0.5699419499730917
A133,,0.97957444,0.7386473429951691,123.7020372,0.272568867657778
A133,0.04877493903040886,0.73151225,0.6484472049689441,124.8962108,0.8095931161090391
A133,,0.8927647,0.7401285583103765,128.1614365,0.26744436993846543
A133,0.04977070912718773,0.8697876,0.8108465608465608,122.4944093,0.42611374707699806
A133,0.08115489035844803,0.7162596,0.7488425925925926,121.8904516,0.6984831868494307
A133,0.061959702521562576,0.90884984,0.7528735632183908,123.1880744,0.44367768590386986
A133,0.09474185109138489,0.9395965,0.7637867647058824,119.915656,0.6097142404366991
A133,0.09239548444747925,0.8219501,0.6906666666666667,128.8120943,0.7268730755159327
A133,0.10138191282749176,0.7899267,0.7759538598047915,124.70675,0.3518512678214283
A133,0.1095450222492218,0.8836037,0.717391304347826,123.221835,0.7411203875911563
A133,0.10081247240304947,0.69784415,0.7814712219144352,129.2596185,0.42666852820566153
A133,,0.8869418,0.7711249789171867,125.8431261,0.22406631151575318
A133,0.08496570587158203,0.70637006,0.7002567394094994,140.7971611,0.7250161328502152
A133,0.0747014656662941,0.7156552,0.7810550198525241,133.7566028,0.4066909326880583
A133,0.0790032148361206,0.7003292,0.7014042867701404,143.4171316,0.782342808982533
A133,0.11178181320428848,0.009799471,0.7074652777777778,151.5140782,0.55500294002507
A133,0.11962517350912094,0.18828905,0.7467105263157895,154.4839735,0.2853364550672829
A133,0.07629882544279099,0.52866304,0.6638157894736842,136.49527,0.4147125555372482
A133,0.08125241100788116,0.90951484,0.7156019656019657,142.6085412,0.6265038332516648
A133,0.09708666056394577,0.83487415,0.7749658002735978,160.9102712,0.6294346494688958
A133,0.09325014054775238,0.2767895,0.7530246141009596,118.5995944,0.4018217689537431
A133,0.08836917579174042,0.6240321,0.7443581206067332,115.0897095,0.7098852554226743
A133,0.13371595740318298,0.89843875,0.7838345864661654,118.6627191,0.5840585548750291
A133,0.1098657175898552,0.57252467,0.7735714285714286,116.9250166,0.4952403170296814
A133,0.08943863958120346,0.8493266,0.7678855325914149,115.548214,0.4341243605390212
A133,0.10441724956035614,0.68291235,0.7736928104575164,120.4086883,0.4052066586415596
A133,0.09677890688180923,0.5895727,0.7569252077562327,114.8752837,0.3766008982640129
A133,0.10047879815101624,0.8588581,0.736764705882353,110.9374546,0.6261868790215785
A133,,0.6272313,0.6514778325123153,117.2467024,0.6137123812918537
A133,0.14557825028896332,0.42693955,0.7800480769230769,117.829813,0.6075041759622384
A133,0.0787220150232315,0.46216846,0.7795454545454545,125.4272847,0.5548811842463935
A133,,0.8826004,0.7666666666666667,124.0826949,0.4057864174395902
A133,0.11561240255832672,0.72954893,0.8058712121212122,124.6259155,0.2962715059836635
A133,0.10999941825866699,0.8299715,0.75625,126.5048229,0.6956575601799667
A133,0.08485396206378937,0.6381507,0.7288043478260869,126.7151877,0.4923349016402287
A133,0.09850340336561203,0.85806644,0.7704761904761904,139.0060316,0.6231962336586117
A133,0.1179691031575203,0.042840973,0.7960526315789473,135.5045451,0.5724439597046416
A133,0.09688619524240494,0.7227788,0.7286956521739131,130.8644957,0.6896512099612054
A133,0.09999433159828186,0.7784595,0.7423469387755102,128.9254095,0.6573176774621541
A133,,0.70208514,0.7908961593172119,136.3662584,0.4596102345100973
A133,0.1094144880771637,0.6089846,0.78,140.0507943,0.2383998454505222
A133,0.09800971299409866,0.92835593,0.7590425531914894,117.2269174,0.5272286577129619
A133,0.10172800719738007,0.9149681,0.7754988913525499,122.021211,0.3497249674503471
A133,0.11383386701345444,0.5807591,0.7516908212560387,123.074137,0.5519799087019581
A133,0.08788302540779114,0.81067926,0.7544466403162056,122.4499587,0.3506155132585725
A133,0.11358912289142609,0.8533478,0.7894736842105263,126.0595833,0.3038613977778553
A133,,0.88268846,0.7302564102564103,126.9356776,0.6875425162557328
A133,0.09696279466152191,0.87964284,0.7320885801128962,116.7219787,0.35944892461145606
A133,0.1734897345304489,0.87421596,0.7931034482758621,124.2085568,0.568146323613149
A133,0.08934818208217621,0.7991159,0.7107930828861061,117.5972335,0.616335432023513
A133,0.16933967173099518,0.7483578,0.6924012158054711,92.18675604,0.6482701025382047
A133,0.136613667011261,0.6315527,0.7567901234567901,99.58993118,0.47051626286752996
A133,0.1275685727596283,0.62453276,0.7215836526181354,95.48455016,0.6947976948762593
A133,0.17115263640880585,0.5710627,0.8014285714285714,98.96569503,0.431871241403701
A133,0.12822963297367096,0.5875976,0.6519607843137255,98.65875516,0.7057411386708903
A133,0.11994729191064835,0.88019276,0.7922077922077922,103.3428134,0.3126390058160594
A133,0.12340187281370163,0.8385692,0.7557624113475178,99.92475338,0.5942881100274987
A133,0.15863481163978577,0.8792222,0.7352272727272727,91.22260228,0.6110335992946289
A133,0.1311766356229782,0.26074916,0.7507763975155279,99.36135731,0.5782511701066215
A133,0.12580803036689758,0.8658202,0.7709677419354839,98.36420271,0.35371753868874967
A133,0.12206057459115982,-0.003365949,0.7373737373737373,98.92713627,0.7611109908666633
A133,0.11942685395479202,0.67607003,0.7891666666666667,102.9605964,0.6838629079867613
A133,0.09159677475690842,0.88070834,0.7385964912280701,95.16431393,0.4891662095059201
A133,0.12742477655410767,0.9362545,0.7886029411764706,93.57293726,0.33251680404599554
A133,0.10656403005123138,0.611606,0.7781954887218046,98.52497535,0.4483487508429114
A133,0.08284701406955719,0.8027224,0.7558497536945813,95.2768366,0.526274178620797
A133,0.10252580046653748,0.26708168,0.7646616541353384,100.9226583,0.397873528782096
A133,0.08177926391363144,0.7082751,0.7288043478260869,90.44498931,0.7468378907001876
A133,0.09103944897651672,0.6515542,0.774390243902439,97.6234743,0.5144616343353369
A133,0.07721199840307236,0.8179335,0.7388972323535722,100.3507765,0.6808109549112032
A133,0.09242178499698639,0.81238174,0.6575,99.04089069,0.7162162381910311
A133,0.0355796255171299,0.17966357,0.7502131287297528,92.60015994,0.8962483055034587
A133,0.0987473800778389,0.66478693,0.6326599326599327,110.4493813,0.8382123002455569
A133,0.10677368938922882,0.62514865,0.7428104575163399,109.6174316,0.5540359165905338
A133,0.09486504644155502,0.24663594,0.7228163992869875,113.6666797,0.6092424136489607
A133,0.10113012790679932,0.915393,0.7621428571428571,117.1169308,0.47532682786968417
A133,,0.8286215,0.763095238095238,112.9807416,0.576902419173182
A133,0.13761985301971436,0.8676027,0.7958333333333333,110.400302,0.4690491534092721
A133,0.10750456899404526,0.88127726,0.7610447346485135,112.6520169,0.4757815695793259
A133,0.07280635833740234,0.55168796,0.7529761904761905,112.1354257,0.48017720273962333
A133,0.08714427798986435,0.39197555,0.7664141414141414,115.545615,0.6901129363269031
A133,0.07014783471822739,0.7581141,0.7145979020979021,106.5763041,0.6488621596471834
A133,,0.43192905,0.7727272727272727,114.3369001,0.6959470388180328
A133,,0.8793947,0.7583947583947583,111.0198622,0.6044193905785192
A133,0.10813843458890915,0.48486662,0.793952967525196,122.6364697,0.6487503044307487
A133,0.10561267286539078,0.32775104,0.6662337662337663,129.5836517,0.6619857554275614
A133,0.07318901270627975,0.79314005,0.7093023255813954,112.1844936,0.49625611856456536
A133,0.10980889201164246,0.20304509,0.7174031642116748,131.1203433,0.6565913763654474
A133,0.10226055234670639,0.29144755,0.7905982905982906,129.5625232,0.5520121970694547
A133,0.06609907746315002,0.7717489,0.764327485380117,122.2189245,0.592275705925734
A133,0.074732206761837,0.8315747,0.7392857142857143,134.5559005,0.4360242036216638
A133,,0.90060186,0.7816949152542373,117.2635044,0.5288634299286944
A133,0.12437457591295242,0.9634935,0.607399577167019,131.2710366,0.8789173854924917
A133,0.10383488982915878,0.7757174,0.6799102132435466,122.0374993,0.7663924302906396
A133,0.0870966836810112,0.5047033,0.7505050505050505,121.4008806,0.49145577392316864
A133,0.08371468633413315,0.13664196,0.7840579710144927,124.6429851,0.4842085702652356
A133,0.08368934690952301,0.24368827,0.7753267973856209,129.896763,0.42096246311362917
A133,0.0940016657114029,0.41090083,0.7601078167115903,127.4720743,0.6005179527187502
A133,0.08159390836954117,0.102138355,0.7971631205673759,115.9983835,0.6562009558231603
A133,0.12056361138820648,-0.078617305,0.7462462462462462,120.5227325,0.7414444289946429
A133,0.09006350487470627,0.59029555,0.7759353741496599,119.1985786,0.2682260832890053
A133,0.10858134180307388,-0.31255236,0.7367864693446089,125.5371902,0.6037724522341682
A133,0.08490145206451416,0.5956963,0.5387174833635814,129.7554807,0.9053382465505123
