Metadata_treatment,FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_ SumAverage similarity,A_Eccentricity similarity
A133,0.07483722269535065,0.60135615,0.7039532794249775,133.6710328,0.784282807307543
A133,0.1450473815202713,0.80769825,0.7932940309506263,120.2543633,0.636424685052555
A133,0.08573945611715317,0.79330355,0.7536157024793388,138.7781055,0.6717007291601829
A133,0.0926276370882988,0.0442663,0.7527173913043478,127.6657783,0.494002556260129
A133,0.08333566784858704,0.6998569,0.7750582750582751,136.8684001,0.4880313472134767
A133,0.11351004242897034,0.72541517,0.7216931216931217,128.35613,0.42879954452500935
A133,,0.89793,0.7320276497695852,99.35938541,0.6833324071723066
A133,0.16527535021305084,0.8878913,0.7846981930026913,94.90428315,0.2551019224541488
A133,0.09069360792636871,0.8199506,0.7828106852497096,100.5033913,0.2722622231377222
A133,0.07903134822845459,0.81940055,0.7724137931034483,98.79172768,0.5478082522668378
A133,0.1415654718875885,0.945575,0.790017825311943,96.26765143,0.420285420200426
A133,0.0927741751074791,0.8501239,0.7981269510926119,93.06788257,0.3814115813872286
A133,0.11597041040658951,0.951911,0.7501643655489809,114.8277175,0.49923937679640623
A133,0.09211299568414688,0.7254697,0.6479591836734694,115.3858348,0.7548216114384521
A133,0.10093522816896439,0.91675043,0.7680878552971576,113.6785107,0.6062779614996622
A133,0.09932273626327515,0.41967607,0.7410256410256411,113.3473284,0.6949118014656385
A133,0.09206368029117584,0.5263035,0.6962962962962963,110.0409012,0.6063177815596648
A133,0.10709165781736374,0.11084427,0.791869918699187,111.8975659,0.5856014533831524
A133,0.0984068438410759,0.4581672,0.745945945945946,108.2737903,0.6830681737854988
A133,0.09731289744377136,0.8883606,0.7955555555555556,113.1822268,0.460820308458266
A133,0.0930728018283844,0.6745723,0.7607655502392344,110.9050838,0.7074719340309793
A133,,0.9303104,0.7586206896551724,103.4809577,0.49265834348585735
A133,0.09847372770309448,0.818918,0.7372685185185185,106.4333102,0.6236321474275246
A133,,0.94941115,0.75,104.4616392,0.682294069235611
A133,0.1074768602848053,0.614464,0.7804054054054054,105.7871499,0.6219180014669808
A133,0.08327266573905945,0.7993245,0.7592165898617511,109.6912471,0.5421987137291358
A133,0.11656147241592407,0.79004323,0.778344671201814,102.0774495,0.4778549183510102
A133,0.12328269332647324,0.64999926,0.7942857142857143,107.7057179,0.5212199005691966
A133,0.0856097936630249,0.61658037,0.7889664340312396,104.1852698,0.5151524690610436
A133,0.08135341852903366,0.25656995,0.7011337868480726,149.1407805,0.7333760104401663
A133,0.07354331016540527,0.54100305,0.7625,147.8197752,0.7524675924653332
A133,0.17898808419704437,0.77955264,0.7198863636363636,157.3176356,0.48321443075504866
A133,0.08337710797786713,0.6843873,0.7881136950904393,154.5372095,0.504528321615689
A133,0.09020616859197617,0.5670967,0.6385920804525456,162.0673892,0.644011243128553
A133,0.09637023508548737,0.75068367,0.7586206896551724,176.4972241,0.4961323338345561
A133,0.1408657729625702,0.9321948,0.7428337428337428,139.1419095,0.4509134380177964
A133,0.10554414987564087,0.8647611,0.7529839128178516,145.0563483,0.5546676752403147
A133,0.07851377874612808,0.57622856,0.7873263888888888,156.3275321,0.4609094749929356
A133,0.11919854581356049,0.017745838,0.7745197168857432,125.966006,0.3083749997247443
A133,0.10848447680473328,0.30544528,0.7488913525498891,132.0785912,0.4215184688245979
A133,0.12238258123397827,0.93199867,0.7391941391941392,133.9188478,0.5271967771699403
A133,0.10750292241573334,0.85492414,0.7355371900826446,132.7426191,0.12486025259751612
A133,0.09612549841403961,0.5279461,0.6932746700188561,144.7802087,0.5475084470421636
A133,0.07421287894248962,0.3679161,0.7692967409948542,131.8691451,0.6413880856126487
A133,,0.87446254,0.7736111111111111,125.4426558,0.5438582200760639
A133,,0.963205,0.7768505079825835,134.522689,0.47258313770734806
A133,0.0928875207901001,0.80257845,0.7843915343915344,147.3002897,0.4275381389606311
A133,0.07488314062356949,0.84538347,0.7828282828282829,147.9048926,0.42680371634450304
A133,0.11520103365182877,0.6510856,0.7003590168461751,141.8707506,0.7282857553384406
A133,0.2132161557674408,0.3220286,0.7489648033126294,80.31392873,0.5491625877704721
A133,0.14530211687088013,-0.14618096,0.6920930232558139,77.62038526,0.7054172732019918
A133,0.12217068672180176,0.43448916,0.8032150776053215,81.30700111,0.4239304513091861
A133,0.15235558152198792,0.34473366,0.7199074074074074,81.48613652,0.5571051407068559
A133,0.15125595033168793,-0.0782612,0.7341269841269841,85.95578636,0.6054735628010652
A133,0.13322298228740692,0.8951772,0.799889135254989,89.58223796,0.38835268102323
A133,0.1275385320186615,0.8132575,0.7788324632178453,80.68411375,0.47978710311314476
A133,0.12762658298015594,0.85349965,0.8001730103806228,82.74119142,0.35704790553186955
A133,0.1191004067659378,0.8728204,0.5979052823315119,80.33360289,0.8802567511541121
A133,0.10145199298858643,0.8846928,0.7192982456140351,105.6915936,0.682869348196295
A133,0.12396784871816635,0.91854936,0.7339302846178446,105.4215991,0.4545993911931197
A133,0.09605278819799423,0.86561006,0.7400555041628122,107.080028,0.1978495214464605
A133,0.13469792902469635,0.7335763,0.7919540229885057,113.9019505,0.34385914868127165
A133,0.09498045593500137,0.73732126,0.7511792452830188,99.81020686,0.6502000687155839
A133,0.10940346866846085,0.7697852,0.7820823244552058,103.0380042,0.7031371713337787
A133,,0.9278126,0.8172043010752689,109.197035,0.5138747851273707
A133,,0.9601725,0.7655172413793103,107.8268253,0.6115595032861908
A133,0.10385067015886307,0.7644083,0.7691154422788605,115.4268681,0.5907474367604754
A133,0.09475169330835342,0.692564,0.7835587929240374,118.9697202,0.28437097260541894
A133,0.12893879413604736,0.96752137,0.6076151390788874,114.8135664,0.9091352538733489
A133,0.11559484899044037,0.8036239,0.4912442396313364,105.8788435,0.9264544328822497
A133,0.10657840967178345,0.46259147,0.7647058823529411,115.9026495,0.49869905220309024
A133,0.10536366701126099,0.052654102,0.7780748663101604,116.8283377,0.37235846225128116
A133,0.07471287995576859,0.7024785,0.775,109.5926579,0.42349115218075745
A133,0.11878496408462524,0.8761838,0.74375,123.3184639,0.5851238271446989
A133,0.09581893682479858,0.87888205,0.7473404255319149,111.7481841,0.28342504302419697
A133,0.11765634268522263,0.5065305,0.760093896713615,116.7547809,0.6168724264222546
A133,,0.65805244,0.775089605734767,115.5332028,0.650603656829794
A133,0.08769189566373825,0.7692293,0.7829268292682927,75.81765951,0.49313318528345357
A133,0.0974244549870491,0.7774512,0.7732558139534884,73.50078494,0.4061353437535355
A133,0.1198437362909317,0.48800868,0.7185911401597677,76.00679668,0.26962914494443296
A133,0.12302720546722412,0.9700017,0.7931623931623931,75.17075109,0.6310003515982137
A133,0.12371618300676346,0.8998078,0.7763532763532763,82.73099883,0.3646435310504618
A133,0.13283777236938477,0.8788437,0.7914951989026063,78.88549708,0.31188527450020503
A133,0.1376190334558487,0.97294724,0.7917448405253283,78.60650354,0.29877780441500223
A133,0.12235552817583084,0.4177736,0.7540849673202614,74.55267245,0.3542257739397881
A133,0.1361890733242035,0.79633516,0.8073979591836735,76.98686826,0.42111098559384413
A133,0.09411904960870743,0.8338038,0.780241935483871,83.4197715,0.31718841519256147
A133,0.11846901476383209,0.9552773,0.7701612903225806,70.53436951,0.3449102366902864
A133,0.13869404792785645,0.5559562,0.7751322751322751,78.1089025,0.5379797038145089
A133,0.11234460771083832,0.59500396,0.7893217893217893,114.7088914,0.6749900465240916
A133,0.09320490807294846,0.7271403,0.790948275862069,115.0220364,0.3890980204939941
A133,0.11853724718093872,0.74255586,0.7327893931667516,114.7008825,0.7190353036520771
A133,0.13020096719264984,0.9242524,0.651875,119.6731499,0.5940956102479604
A133,0.11118876188993454,0.91021776,0.8172043010752689,120.7217088,0.5279475120687789
A133,0.11189785599708557,0.68649924,0.8254716981132075,114.3150928,0.4209593722619238
A133,0.1262090802192688,0.7419069,0.7697441601779755,107.3718301,0.4143840434083077
A133,0.10690375417470932,0.5326092,0.7931235431235432,120.7795396,0.48164171197944394
A133,0.16945073008537292,0.91354895,0.7448275862068966,115.6457274,0.48832902914647974
A133,0.10354765504598618,0.58956844,0.7907268170426065,120.9110539,0.4176543738946353
A133,,0.8953906,0.7258064516129032,120.2108121,0.5722667809492358
A133,0.2561770975589752,0.7632355,0.7335069444444444,116.6272018,0.7123099540878327
A133,0.1083274707198143,0.5625346,0.778642936596218,124.2805575,0.36887697196619174
A133,0.1288774311542511,0.9007209,0.7551020408163265,112.2428279,0.6728035769031965
A133,,0.95519876,0.7386363636363636,96.03768601,0.50127730319108
A133,,0.9481812,0.7592112091333679,106.6170374,0.5211479785783623
A133,,0.94135475,0.7870257037943696,104.8521321,0.486492386329702
A133,,0.88493943,0.7474645030425964,111.3932875,0.5958100838189557
A133,0.13565166294574738,0.85310805,0.7691729323308271,104.4189996,0.5351859205586299
A133,0.1237276941537857,0.83488196,0.7401215805471124,129.7232932,0.5632139681003646
A133,0.09127963334321976,0.76732755,0.783969728242174,140.0004576,0.6119320348538428
A133,0.1000313013792038,0.83113027,0.7894736842105263,132.6956464,0.5097303695895837
A133,0.11096547544002533,0.82411015,0.7970909090909091,75.22205545,0.42922992436731744
A133,0.1108521968126297,0.91680026,0.7819940476190477,75.05392908,0.6502041175304497
A133,0.12538859248161316,0.7234391,0.7964396284829721,82.59239255,0.4624451394208865
A133,0.11283556371927261,0.38859004,0.7868589743589743,77.38025861,0.6261221707452886
A133,0.11594988405704498,0.49315405,0.6979761286974572,80.20604004,0.614979933804418
A133,,0.925682,0.7507716049382716,78.12597091,0.5065099287542498
A133,0.09857991337776184,0.7942875,0.7593582887700535,82.02735142,0.38395973800868394
A133,0.09096821397542953,0.57988405,0.7718023255813954,104.3843923,0.4920192050597037
A133,0.09595205634832382,0.90850455,0.6097560975609756,103.8998512,0.7584367028232423
A133,0.11158737540245056,0.5878776,0.7171052631578947,104.0044418,0.5454716087351398
A133,0.1270277500152588,0.902775,0.7964527027027027,103.3196537,0.5123869848950539
A133,0.11389004439115524,0.93960476,0.7480127186009539,102.2561928,0.5471127589008689
A133,0.14449264109134674,0.83734477,0.7674603174603175,97.85846144,0.41572583625632503
A133,0.0781019926071167,0.8461203,0.6886395511921458,103.3192414,0.8269736025385482
A133,0.08400697261095047,0.952484,0.7915632754342432,110.9041913,0.5590453958047623
A133,0.11935368925333023,0.2887013,0.7068965517241379,106.6779746,0.7406545941018631
A133,0.11566325277090073,0.6746343,0.7790905836018618,108.5969168,0.5319831397364728
A133,0.09242623299360275,0.4831267,0.804945054945055,114.2172109,0.5249425884237582
A133,0.13978570699691772,0.48951992,0.7777777777777778,121.4127177,0.3173929167600028
A133,0.11464445292949677,0.55679196,0.7704402515723271,109.9468351,0.6324336461435722
A133,0.10265784710645676,0.545369,0.7800480769230769,114.6552373,0.5706131012088955
A133,0.08056244999170303,0.45459524,0.7911458333333333,114.1316495,0.582996411047467
A133,0.13866035640239716,0.6996594,0.7208163265306122,135.5775276,0.5853043823247474
A133,,0.8274343,0.7719512195121951,134.3202585,0.2896754775615203
A133,0.10913794487714767,0.68111086,0.7807017543859649,122.6468712,0.36851531552076994
A133,0.08269540965557098,0.90965486,0.7857142857142857,148.5606032,0.4659383728599256
A133,0.14715246856212616,0.7789973,0.7927927927927928,134.0093674,0.4086866116584593
A133,0.22144365310668945,0.9149878,0.7640816326530612,134.4860433,0.31931793103953227
A133,0.16641677916049957,0.70436186,0.7454268292682927,141.215555,0.6570710921190246
A133,,0.8709016,0.7344789356984479,150.4618328,0.4926676613620661
A133,0.15525038540363312,0.83400977,0.7653061224489796,156.5556192,0.6303821652976065
A133,0.17626754939556122,0.23485842,0.8299039780521262,135.3500922,0.42859285701437977
A133,0.16753725707530975,0.50296396,0.7671370967741935,137.3970351,0.4133244294615068
A133,0.17822954058647156,0.58159506,0.7627551020408163,135.1631564,0.5497301611797625
A133,0.08826915919780731,0.6860606,0.7146464646464646,129.5019054,0.7015956720544604
A133,,0.8207811,0.8198581560283688,125.5938666,0.16754980855156323
A133,,0.62135977,0.6715116279069767,129.5191957,0.6467850991739231
A133,0.3384941518306732,0.84728056,0.7374677002583979,129.2152997,0.47814799320390144
A133,0.11266987770795822,0.8600724,0.796875,131.7761347,0.2326664320539615
A133,0.11211857199668884,0.925145,0.7890243902439025,124.314775,0.3268915729698054
A133,0.10775477439165115,0.5714195,0.6925813008130082,127.0045415,0.5666820704710309
A133,0.0949137881398201,0.85212314,0.7609797297297297,130.6370043,0.5145856026654837
A133,0.18580925464630127,0.88824904,0.7572916666666667,86.0809996,0.3959629621357421
A133,0.1801839917898178,0.9258925,0.7429467084639498,87.8024283,0.5618044866012032
A133,0.08240776509046555,0.386459,0.7672413793103449,90.36261907,0.7120269126135541
A133,0.0806199312210083,0.5210867,0.7660984848484849,88.59583898,0.5173275904066006
A133,0.14174029231071472,0.9068013,0.790948275862069,91.77061686,0.5999773472450574
A133,0.09856316447257996,-0.11922081,0.7730496453900709,87.25339324,0.2688631868527062
A133,0.10572795569896698,0.6067254,0.7485768500948766,94.09054284,0.4841701494624191
A133,0.11657115072011948,0.866949,0.7869147659063626,83.89093003,0.7426083838249273
A133,0.1059855967760086,0.8679836,0.7620192307692307,83.92913367,0.6235145940391906
A133,0.13913536071777344,0.85909057,0.7777777777777778,131.6477559,0.3253259429697474
A133,0.10008721053600311,0.52390605,0.6952469711090401,137.7044651,0.6548872997872169
A133,0.11230136454105377,0.7830158,0.6096491228070176,162.7597709,0.8183779784643221
A133,0.09624111652374268,0.6849586,0.7825851811790157,172.2247231,0.10821641325969611
A133,0.10671781748533249,0.72347164,0.7790332705586943,154.4905695,0.44126112843574256
A133,0.09876708686351776,0.66589755,0.7152777777777778,91.48160617,0.6037890973926202
A133,0.1145804226398468,0.6498888,0.7863894139886578,102.119873,0.20673105450712084
A133,0.08606301993131638,0.86666363,0.7716275659824047,126.8484773,0.7363211858002428
A133,0.08837912976741791,0.70728695,0.7746598639455783,136.3107967,0.26192103305344605
A133,0.09707143902778625,0.8692274,0.7783882783882784,138.58721,0.7517371110692794
A133,0.10612612217664719,0.5143827,0.7540494458653026,130.7178094,0.4365366731358885
A133,0.0813782587647438,0.60402,0.7266899766899767,130.2233588,0.4583254652897929
A133,0.10578231513500214,0.9543132,0.7706855791962175,138.8190096,0.5361031050887907
A133,0.10301381349563599,0.62089705,0.7816537467700259,157.53027,0.6111417616820574
A133,0.12037308514118195,0.9281742,0.7604166666666666,116.8745499,0.3680622910501562
A133,0.12832210958003998,0.7115733,0.725925925925926,132.9632619,0.596155613601481
A133,0.08597483485937119,0.505079,0.811491935483871,103.4676525,0.3932970072984076
A133,0.10229376703500748,0.629197,0.7742484401588202,123.6767674,0.476920601851954
A133,0.09004943817853928,0.48075196,0.7857954545454545,119.9679827,0.45796443300835005
A133,0.0755077451467514,-0.08803035,0.809009009009009,108.0559738,0.5998926310778918
A133,0.0849289521574974,0.90164834,0.7268244575936884,106.3649967,0.7740313677737504
A133,0.08892355114221573,0.57320434,0.7785102175346078,105.048344,0.5242601742086302
A133,,0.8399414,0.7311401020986954,102.7239263,0.3898744708122209
A133,0.13175718486309052,0.5435915,0.6910511363636364,99.6223367,0.7849013517576302
A133,0.14808550477027893,0.049982373,0.7341939755047997,103.6159724,0.6122667045301101
A133,0.18636399507522583,0.4342081,0.7795983086680761,103.6790918,0.22824577462306192
A133,0.06585346907377243,0.6797191,0.7723970944309927,98.88773108,0.33209721798484665
A133,0.06702219694852829,0.4493182,0.8109195402298851,99.06308284,0.2607258483980101
A133,0.14194276928901672,0.88209134,0.7888707037643208,106.6747869,0.50547169760182
A133,0.12649782001972198,0.9683656,0.7840909090909091,106.8930501,0.7580802678866987
A133,0.08888056874275208,0.81749207,0.712142261739372,106.9684977,0.4447669231246828
A133,0.09243310987949371,0.8778555,0.7517006802721088,102.2886848,0.5949765085226445
A133,,0.91962874,0.7346938775510204,110.7138343,0.5043051796592268
A133,,0.72562885,0.7792682926829269,115.6523019,0.4491949870819095
A133,0.10183056443929672,0.74903095,0.7318634423897582,110.8598979,0.44912074504979066
A133,0.14833307266235352,0.9105905,0.7898065476190477,102.9097354,0.5171625378646498
A133,0.09104981273412704,0.6981292,0.7800237812128419,114.475426,0.17373272573085688
A133,0.1095343753695488,0.4974141,0.74375,109.5513642,0.5579712912963387
A133,0.14807400107383728,-0.06636607,0.7328976034858388,114.1082628,0.490988469826478
A133,0.1409461945295334,0.90688515,0.7616892911010558,118.6713522,0.5023060964362189
A133,0.13026151061058044,0.7649195,0.6652518392756084,120.5454511,0.623542850812959
A133,0.1322728395462036,0.7973726,0.7310315430520035,116.5744019,0.5646094004717801
A133,0.11085069924592972,0.5003685,0.7656926406926406,121.9776072,0.2553586997766848
A133,0.11230437457561493,0.39561045,0.7064043209876543,118.3308246,0.6689365067755176
A133,0.10545813292264938,0.7928668,0.7776744186046511,120.4208184,0.4415634306213342
A133,0.11039275676012039,0.41581962,0.6634408602150538,129.5368042,0.4873597686937045
A133,0.11099395900964737,0.683921,0.7504166666666666,121.6601182,0.20447662434468175
A133,0.13063162565231323,0.6279313,0.653054221002059,119.2591617,0.7413840872709564
A133,0.1790008395910263,0.8549541,0.7573426573426574,111.6766477,0.4423629254067889
A133,0.11638505756855011,0.5668559,0.7458791208791209,113.8740914,0.7793758444934185
A133,0.1334482729434967,0.9316376,0.798240100565682,114.9992252,0.49629339490686314
A133,0.12903687357902527,0.82734966,0.7627118644067796,114.5192869,0.4801917857613632
A133,0.09631963819265366,0.6373505,0.7454545454545455,111.0522298,0.3318154521232696
A133,0.08450118452310562,0.76566416,0.7736742424242424,115.0346328,0.4418919508431989
A133,0.08938673138618469,0.5696063,0.7961111111111111,116.2392838,0.48937108434810184
A133,0.09103173762559891,0.48013985,0.7919973544973545,116.5731656,0.3398174209667626
A133,0.09348735213279724,0.35809955,0.8121655871585469,114.8203783,0.6158422611193601
A133,0.10645780712366104,0.46711177,0.7563218390804598,115.5439059,0.5028260908315015
A133,,0.7627481,0.7565714285714286,98.97028741,0.7388260524425974
A133,,0.87771636,0.7980392156862746,98.49593666,0.42707361655385856
A133,0.11823206394910812,0.18572316,0.7428940568475452,95.06837464,0.5813734783340843
A133,0.13622860610485077,0.5774019,0.7183600713012478,89.40839196,0.6173383384815629
A133,0.09739619493484497,0.38560426,0.7583819241982507,89.56952167,0.5056576177648124
A133,0.08693721145391464,0.63045996,0.7732426303854876,94.38767599,0.5132645747510309
A133,0.05312887206673622,0.8204584,0.7156196943972836,118.5549672,0.6030373675558522
A133,0.06849151104688644,0.18063672,0.7993881118881119,112.3448088,0.5660376883915615
A133,0.08030582964420319,0.058679614,0.7359422492401215,106.4702981,0.7324159380654833
A133,0.035753291100263596,0.68007505,0.7769423558897243,111.7181951,0.5379442155696755
A133,0.04313049837946892,0.3947269,0.750445632798574,107.8085139,0.653104543682847
A133,0.050846777856349945,0.21410465,0.6833333333333333,101.8470675,0.8433320461011489
A133,0.12560346722602844,0.7886257,0.7837837837837838,90.83626614,0.5198269672000321
A133,0.12356079369783401,0.63215643,0.75,97.83587029,0.730989527699679
A133,0.09102322906255722,0.618221,0.7896103896103897,122.3453911,0.5540201342551978
A133,0.10033003985881805,0.71955395,0.8062678062678063,120.2928089,0.36617531405233006
A133,0.1815476417541504,0.85612106,0.7647058823529411,109.3057144,0.5749619112235772
A133,0.13285839557647705,0.5256671,0.7608915906788247,116.3193224,0.49686738662516755
A133,0.13136588037014008,0.42588204,0.7433431952662722,114.1692957,0.6232618292772167
A133,0.10408393293619156,0.6597397,0.7870370370370371,115.9889101,0.5291567551467098
A133,0.10129942744970322,0.85093963,0.7725918570009931,111.910279,0.45852157153978423
A133,0.09925877302885056,0.2018955,0.7661361626878869,98.77646867,0.7389507444655568
A133,0.10635405033826828,0.16248076,0.7679824561403509,100.1841828,0.7012261047524779
A133,0.10839415341615677,0.82711816,0.7161084529505582,108.0188396,0.7168785388599515
A133,0.09623325616121292,0.8242359,0.6941558441558442,103.2991918,0.8126022846158057
A133,0.08747059851884842,0.6318779,0.7778706800445931,110.7125023,0.6443791112020465
A133,0.10745484381914139,0.842391,0.7559819947879649,117.2236288,0.6858811364539995
A133,0.11804915964603424,0.7669203,0.7324414715719063,119.6681405,0.5649971572126918
A133,0.0857388824224472,0.537489,0.7785714285714286,109.9041654,0.3413090322850501
A133,0.10639971494674683,0.6897578,0.7397372742200329,113.0265378,0.7344855941122079
A133,0.0699847936630249,0.7402954,0.768958543983822,122.2300529,0.4216135496494605
A133,0.05321715027093887,0.75157744,0.7714604236343366,123.7098817,0.595412902218644
A133,0.06867194175720215,0.92595434,0.7702702702702703,116.9395957,0.47767702336878787
A133,,0.9676714,0.6011342155009451,124.0348784,0.8189931165999489
A133,0.13590691983699799,0.7757429,0.8168067226890756,147.2507152,0.3663180704692219
A133,0.13084065914154053,0.7339108,0.6685633001422475,149.4949071,0.6832193722926027
A133,0.12626029551029205,0.8770646,0.7704714640198511,136.3905503,0.586810015072193
A133,0.19107270240783691,0.7035603,0.7530454042081949,140.2385936,0.5100348121210265
A133,0.1519114375114441,0.8745865,0.7205882352941176,132.8473542,0.5586078400729612
A133,,0.8803886,0.76,142.4435262,0.5934917011221258
A133,0.08868233114480972,0.60694546,0.739247311827957,143.5587885,0.6775374769675865
A133,0.11914051324129105,0.7916599,0.8311036789297659,163.122344,0.4682822846987462
A133,0.09743544459342957,0.8730012,0.7453222453222453,141.8346188,0.7159268539102976
A133,0.1307878941297531,0.95106167,0.7585066162570888,148.8855658,0.37719784770521003
A133,,0.9708707,0.7700996677740863,118.2159897,0.5899718514781493
A133,0.11517206579446793,0.8613298,0.7380464480874317,119.5914708,0.6756493525083973
A133,,0.860363,0.7573529411764706,108.5202506,0.5046056427392696
A133,0.07501905411481857,0.3694146,0.7739583333333333,146.8792821,0.5144481250701444
A133,,0.770488,0.7588522588522588,121.9986691,0.40440924842205234
A133,0.09458320587873459,0.74222493,0.7300944669365722,134.3943825,0.7281839546792294
A133,0.13368961215019226,0.8893052,0.7530619000331016,120.8307429,0.4787180612400514
A133,,0.9533237,0.7665406427221172,115.5210933,0.4190462492003232
A133,0.12174367159605026,0.52326703,0.7747858017135862,141.88824,0.5043924347741258
A133,0.1608857810497284,0.9315935,0.6884531590413944,149.2108416,0.6586935493014908
A133,0.12579460442066193,0.6569625,0.7533875338753387,146.5299204,0.4220697027664573
A133,0.13011100888252258,0.95029193,0.7191919191919192,152.7765358,0.627146178319074
A133,0.11283610761165619,0.58696795,0.805761316872428,96.19394315,0.5795485876376387
A133,0.08541850000619888,0.9672973,0.7271174863387978,107.3935705,0.8551714861957548
A133,0.10353726148605347,0.49627414,0.7792792792792793,105.4146375,0.5825723352459088
A133,0.1326151192188263,0.838311,0.7949206349206349,92.4397958,0.6600491421586605
A133,0.12332763522863388,0.7651853,0.7867036011080333,108.1211331,0.15637632135367252
A133,0.08132858574390411,0.57427025,0.7239641657334827,108.167376,0.6368275937058092
A133,0.07639605551958084,0.6195369,0.703962703962704,103.7876781,0.8435990820824424
A133,0.09915561228990555,0.8048868,0.7774891774891775,136.730429,0.3541209959618724
A133,0.1244359016418457,0.12708504,0.7362745098039216,124.8791303,0.46407057044865824
A133,0.08601819723844528,0.27539116,0.6657483930211203,125.747284,0.7048448937719566
A133,0.09047656506299973,0.9575644,0.7708333333333334,117.2019656,0.6774516263542972
A133,0.11635913699865341,0.7192458,0.780952380952381,119.4950389,0.7490307704080494
A133,0.08225569874048233,0.040611684,0.7948387096774193,126.8592765,0.6444191047096519
A133,0.17522913217544556,0.82816774,0.7246732026143791,114.2875122,0.5070995327695678
